"SampleID"	"SampleName"	"MarkerID"	"Haplotype"	"Reads"	"NA"
"021-1_S5"	"021-1_S5"	"msp1"	"Noise"	4517	FALSE
"021-1_S5"	"021-1_S5"	"msp1"	"msp1-873"	5979	FALSE
"021-1_S5"	"021-1_S5"	"msp1"	"msp1-475"	9177	FALSE
"021-1_S5"	"021-1_S5"	"msp1"	"msp1-660"	22684	FALSE
"022-1_S6"	"022-1_S6"	"msp1"	"Noise"	724	FALSE
"022-1_S6"	"022-1_S6"	"msp1"	"Chimera"	1885	FALSE
"022-1_S6"	"022-1_S6"	"msp1"	"Singelton"	976	FALSE
"022-1_S6"	"022-1_S6"	"msp1"	"msp1-43"	576	FALSE
"022-1_S6"	"022-1_S6"	"msp1"	"msp1-873"	769	FALSE
"022-1_S6"	"022-1_S6"	"msp1"	"msp1-1076"	876	FALSE
"022-1_S6"	"022-1_S6"	"msp1"	"msp1-1075"	949	FALSE
"022-1_S6"	"022-1_S6"	"msp1"	"msp1-2"	1017	FALSE
"022-1_S6"	"022-1_S6"	"msp1"	"msp1-1074"	1054	FALSE
"022-1_S6"	"022-1_S6"	"msp1"	"msp1-660"	1084	FALSE
"022-1_S6"	"022-1_S6"	"msp1"	"msp1-1073"	1265	FALSE
"022-1_S6"	"022-1_S6"	"msp1"	"msp1-1"	2161	FALSE
"022-1_S6"	"022-1_S6"	"msp1"	"msp1-216"	3132	FALSE
"022-1_S6"	"022-1_S6"	"msp1"	"msp1-234"	3263	FALSE
"022-1_S6"	"022-1_S6"	"msp1"	"Noise"	5256	FALSE
"022-1_S6"	"022-1_S6"	"msp1"	"msp1-235"	5858	FALSE
"022-1_S6"	"022-1_S6"	"msp1"	"msp1-60"	20116	FALSE
"023-1_S7"	"023-1_S7"	"msp1"	"Noise"	1800	FALSE
"023-1_S7"	"023-1_S7"	"msp1"	"Chimera"	1404	FALSE
"023-1_S7"	"023-1_S7"	"msp1"	"Singelton"	2021	FALSE
"023-1_S7"	"023-1_S7"	"msp1"	"msp1-608"	461	FALSE
"023-1_S7"	"023-1_S7"	"msp1"	"msp1-605"	524	FALSE
"023-1_S7"	"023-1_S7"	"msp1"	"msp1-60"	637	FALSE
"023-1_S7"	"023-1_S7"	"msp1"	"msp1-729"	796	FALSE
"023-1_S7"	"023-1_S7"	"msp1"	"msp1-466"	884	FALSE
"023-1_S7"	"023-1_S7"	"msp1"	"msp1-43"	2219	FALSE
"023-1_S7"	"023-1_S7"	"msp1"	"msp1-2"	3505	FALSE
"023-1_S7"	"023-1_S7"	"msp1"	"msp1-873"	3598	FALSE
"023-1_S7"	"023-1_S7"	"msp1"	"msp1-475"	3954	FALSE
"023-1_S7"	"023-1_S7"	"msp1"	"Noise"	6640	FALSE
"023-1_S7"	"023-1_S7"	"msp1"	"msp1-1"	10371	FALSE
"023-1_S7"	"023-1_S7"	"msp1"	"msp1-660"	10650	FALSE
"024-1_S18"	"024-1_S18"	"msp1"	"Noise"	1171	FALSE
"024-1_S18"	"024-1_S18"	"msp1"	"Chimera"	55	FALSE
"024-1_S18"	"024-1_S18"	"msp1"	"Singelton"	823	FALSE
"024-1_S18"	"024-1_S18"	"msp1"	"msp1-605"	407	FALSE
"024-1_S18"	"024-1_S18"	"msp1"	"msp1-608"	428	FALSE
"024-1_S18"	"024-1_S18"	"msp1"	"Noise"	1325	FALSE
"024-1_S18"	"024-1_S18"	"msp1"	"msp1-660"	1840	FALSE
"024-1_S18"	"024-1_S18"	"msp1"	"msp1-43"	32285	FALSE
"025-1_S20"	"025-1_S20"	"msp1"	"Noise"	2529	FALSE
"025-1_S20"	"025-1_S20"	"msp1"	"Chimera"	786	FALSE
"025-1_S20"	"025-1_S20"	"msp1"	"Singelton"	2311	FALSE
"025-1_S20"	"025-1_S20"	"msp1"	"msp1-605"	375	FALSE
"025-1_S20"	"025-1_S20"	"msp1"	"msp1-66"	418	FALSE
"025-1_S20"	"025-1_S20"	"msp1"	"msp1-608"	509	FALSE
"025-1_S20"	"025-1_S20"	"msp1"	"msp1-466"	597	FALSE
"025-1_S20"	"025-1_S20"	"msp1"	"msp1-403"	742	FALSE
"025-1_S20"	"025-1_S20"	"msp1"	"msp1-873"	1007	FALSE
"025-1_S20"	"025-1_S20"	"msp1"	"msp1-43"	2653	FALSE
"025-1_S20"	"025-1_S20"	"msp1"	"msp1-660"	3591	FALSE
"025-1_S20"	"025-1_S20"	"msp1"	"msp1-2"	4166	FALSE
"025-1_S20"	"025-1_S20"	"msp1"	"Noise"	4673	FALSE
"025-1_S20"	"025-1_S20"	"msp1"	"msp1-276"	6688	FALSE
"025-1_S20"	"025-1_S20"	"msp1"	"msp1-1"	9550	FALSE
"027-1_S22"	"027-1_S22"	"msp1"	"Noise"	1036	FALSE
"027-1_S22"	"027-1_S22"	"msp1"	"Chimera"	25	FALSE
"027-1_S22"	"027-1_S22"	"msp1"	"Singelton"	936	FALSE
"027-1_S22"	"027-1_S22"	"msp1"	"msp1-87"	446	FALSE
"027-1_S22"	"027-1_S22"	"msp1"	"msp1-9"	795	FALSE
"027-1_S22"	"027-1_S22"	"msp1"	"Noise"	2858	FALSE
"027-1_S22"	"027-1_S22"	"msp1"	"msp1-1"	3036	FALSE
"027-1_S22"	"027-1_S22"	"msp1"	"msp1-2"	5803	FALSE
"027-1_S22"	"027-1_S22"	"msp1"	"msp1-24"	19559	FALSE
"029-1_S24"	"029-1_S24"	"msp1"	"Noise"	464	FALSE
"029-1_S24"	"029-1_S24"	"msp1"	"Chimera"	783	FALSE
"029-1_S24"	"029-1_S24"	"msp1"	"Singelton"	1105	FALSE
"029-1_S24"	"029-1_S24"	"msp1"	"msp1-474"	921	FALSE
"029-1_S24"	"029-1_S24"	"msp1"	"msp1-683"	1068	FALSE
"029-1_S24"	"029-1_S24"	"msp1"	"msp1-2"	3807	FALSE
"029-1_S24"	"029-1_S24"	"msp1"	"Noise"	4937	FALSE
"029-1_S24"	"029-1_S24"	"msp1"	"msp1-1"	29924	FALSE
"030-1_S26"	"030-1_S26"	"msp1"	"Noise"	1488	FALSE
"030-1_S26"	"030-1_S26"	"msp1"	"Chimera"	126	FALSE
"030-1_S26"	"030-1_S26"	"msp1"	"Singelton"	1251	FALSE
"030-1_S26"	"030-1_S26"	"msp1"	"msp1-475"	307	FALSE
"030-1_S26"	"030-1_S26"	"msp1"	"msp1-68"	822	FALSE
"030-1_S26"	"030-1_S26"	"msp1"	"msp1-660"	975	FALSE
"030-1_S26"	"030-1_S26"	"msp1"	"msp1-1"	4456	FALSE
"030-1_S26"	"030-1_S26"	"msp1"	"Noise"	5567	FALSE
"030-1_S26"	"030-1_S26"	"msp1"	"msp1-2"	6688	FALSE
"030-1_S26"	"030-1_S26"	"msp1"	"msp1-448"	9126	FALSE
"040-1_S29"	"040-1_S29"	"msp1"	"Noise"	579	FALSE
"040-1_S29"	"040-1_S29"	"msp1"	"Chimera"	342	FALSE
"040-1_S29"	"040-1_S29"	"msp1"	"Singelton"	1156	FALSE
"040-1_S29"	"040-1_S29"	"msp1"	"msp1-816"	461	FALSE
"040-1_S29"	"040-1_S29"	"msp1"	"msp1-999"	2416	FALSE
"040-1_S29"	"040-1_S29"	"msp1"	"msp1-683"	2493	FALSE
"040-1_S29"	"040-1_S29"	"msp1"	"Noise"	3089	FALSE
"040-1_S29"	"040-1_S29"	"msp1"	"msp1-2"	5537	FALSE
"040-1_S29"	"040-1_S29"	"msp1"	"msp1-427"	6628	FALSE
"040-1_S29"	"040-1_S29"	"msp1"	"msp1-1"	20241	FALSE
"048-1_S31"	"048-1_S31"	"msp1"	"Noise"	1574	FALSE
"048-1_S31"	"048-1_S31"	"msp1"	"Chimera"	781	FALSE
"048-1_S31"	"048-1_S31"	"msp1"	"Singelton"	2422	FALSE
"048-1_S31"	"048-1_S31"	"msp1"	"msp1-660"	642	FALSE
"048-1_S31"	"048-1_S31"	"msp1"	"msp1-24"	651	FALSE
"048-1_S31"	"048-1_S31"	"msp1"	"msp1-43"	777	FALSE
"048-1_S31"	"048-1_S31"	"msp1"	"msp1-448"	840	FALSE
"048-1_S31"	"048-1_S31"	"msp1"	"msp1-683"	840	FALSE
"048-1_S31"	"048-1_S31"	"msp1"	"msp1-999"	1106	FALSE
"048-1_S31"	"048-1_S31"	"msp1"	"msp1-1682"	2049	FALSE
"048-1_S31"	"048-1_S31"	"msp1"	"msp1-427"	3258	FALSE
"048-1_S31"	"048-1_S31"	"msp1"	"Noise"	4440	FALSE
"048-1_S31"	"048-1_S31"	"msp1"	"msp1-2"	4591	FALSE
"048-1_S31"	"048-1_S31"	"msp1"	"msp1-1"	20367	FALSE
"11639-1_S7"	"11639-1_S7"	"msp1"	"Noise"	3668	FALSE
"11639-1_S7"	"11639-1_S7"	"msp1"	"Chimera"	530	FALSE
"11639-1_S7"	"11639-1_S7"	"msp1"	"Singelton"	1669	FALSE
"11639-1_S7"	"11639-1_S7"	"msp1"	"msp1-163"	1787	FALSE
"11639-1_S7"	"11639-1_S7"	"msp1"	"msp1-913"	5088	FALSE
"11639-1_S7"	"11639-1_S7"	"msp1"	"msp1-682"	8774	FALSE
"11639-1_S7"	"11639-1_S7"	"msp1"	"msp1-805"	11885	FALSE
"11639-1_S7"	"11639-1_S7"	"msp1"	"msp1-729"	22164	FALSE
"11639-1_S7"	"11639-1_S7"	"msp1"	"Noise"	28724	FALSE
"11639-1_S7"	"11639-1_S7"	"msp1"	"msp1-683"	34601	FALSE
"11639-1_S7"	"11639-1_S7"	"msp1"	"msp1-106"	55451	FALSE
"11639-2_S6"	"11639-2_S6"	"msp1"	"Noise"	23	FALSE
"11639-2_S6"	"11639-2_S6"	"msp1"	"Chimera"	1	FALSE
"11639-2_S6"	"11639-2_S6"	"msp1"	"Singelton"	166	FALSE
"11639-2_S6"	"11639-2_S6"	"msp1"	"msp1-612"	32	FALSE
"11639-2_S6"	"11639-2_S6"	"msp1"	"msp1-105"	39	FALSE
"11639-2_S6"	"11639-2_S6"	"msp1"	"msp1-594"	44	FALSE
"11639-2_S6"	"11639-2_S6"	"msp1"	"msp1-2234"	61	FALSE
"11639-2_S6"	"11639-2_S6"	"msp1"	"msp1-354"	63	FALSE
"11639-2_S6"	"11639-2_S6"	"msp1"	"msp1-2235"	72	FALSE
"11639-2_S6"	"11639-2_S6"	"msp1"	"msp1-916"	98	FALSE
"11639-2_S6"	"11639-2_S6"	"msp1"	"Noise"	152	FALSE
"11639-2_S6"	"11639-2_S6"	"msp1"	"msp1-774"	260	FALSE
"11639-2_S6"	"11639-2_S6"	"msp1"	"msp1-355"	272	FALSE
"11639-2_S6"	"11639-2_S6"	"msp1"	"msp1-474"	685	FALSE
"11639-2_S6"	"11639-2_S6"	"msp1"	"msp1-330"	733	FALSE
"11800-1_S16"	"11800-1_S16"	"msp1"	"Noise"	2834	FALSE
"11800-1_S16"	"11800-1_S16"	"msp1"	"Chimera"	124	FALSE
"11800-1_S16"	"11800-1_S16"	"msp1"	"Singelton"	1461	FALSE
"11800-1_S16"	"11800-1_S16"	"msp1"	"msp1-58"	2840	FALSE
"11800-1_S16"	"11800-1_S16"	"msp1"	"Noise"	8762	FALSE
"11800-1_S16"	"11800-1_S16"	"msp1"	"msp1-9"	192228	FALSE
"13819-1_S8"	"13819-1_S8"	"msp1"	"Noise"	1634	FALSE
"13819-1_S8"	"13819-1_S8"	"msp1"	"Chimera"	8367	FALSE
"13819-1_S8"	"13819-1_S8"	"msp1"	"Singelton"	2374	FALSE
"13819-1_S8"	"13819-1_S8"	"msp1"	"msp1-309"	14972	FALSE
"13819-1_S8"	"13819-1_S8"	"msp1"	"msp1-1872"	21799	FALSE
"13819-1_S8"	"13819-1_S8"	"msp1"	"msp1-106"	22941	FALSE
"13819-1_S8"	"13819-1_S8"	"msp1"	"Noise"	25291	FALSE
"13819-1_S8"	"13819-1_S8"	"msp1"	"msp1-1793"	96240	FALSE
"13819-2_S7"	"13819-2_S7"	"msp1"	"Noise"	59	FALSE
"13819-2_S7"	"13819-2_S7"	"msp1"	"Chimera"	24	FALSE
"13819-2_S7"	"13819-2_S7"	"msp1"	"Singelton"	255	FALSE
"13819-2_S7"	"13819-2_S7"	"msp1"	"msp1-3174"	23	FALSE
"13819-2_S7"	"13819-2_S7"	"msp1"	"msp1-2211"	37	FALSE
"13819-2_S7"	"13819-2_S7"	"msp1"	"msp1-66"	46	FALSE
"13819-2_S7"	"13819-2_S7"	"msp1"	"msp1-3178"	66	FALSE
"13819-2_S7"	"13819-2_S7"	"msp1"	"Noise"	74	FALSE
"13819-2_S7"	"13819-2_S7"	"msp1"	"msp1-1375"	81	FALSE
"13819-2_S7"	"13819-2_S7"	"msp1"	"msp1-2228"	103	FALSE
"13819-2_S7"	"13819-2_S7"	"msp1"	"msp1-516"	108	FALSE
"13819-2_S7"	"13819-2_S7"	"msp1"	"msp1-309"	129	FALSE
"13819-2_S7"	"13819-2_S7"	"msp1"	"msp1-106"	195	FALSE
"13819-2_S7"	"13819-2_S7"	"msp1"	"msp1-20"	543	FALSE
"13819-2_S7"	"13819-2_S7"	"msp1"	"msp1-60"	697	FALSE
"13839-1_S12"	"13839-1_S12"	"msp1"	"Noise"	7527	FALSE
"13839-1_S12"	"13839-1_S12"	"msp1"	"Chimera"	1589	FALSE
"13839-1_S12"	"13839-1_S12"	"msp1"	"Singelton"	1624	FALSE
"13839-1_S12"	"13839-1_S12"	"msp1"	"msp1-594"	2591	FALSE
"13839-1_S12"	"13839-1_S12"	"msp1"	"msp1-47"	2843	FALSE
"13839-1_S12"	"13839-1_S12"	"msp1"	"msp1-43"	4078	FALSE
"13839-1_S12"	"13839-1_S12"	"msp1"	"Noise"	6290	FALSE
"13839-1_S12"	"13839-1_S12"	"msp1"	"msp1-1"	17250	FALSE
"13839-1_S12"	"13839-1_S12"	"msp1"	"msp1-2"	17442	FALSE
"13839-1_S12"	"13839-1_S12"	"msp1"	"msp1-60"	189123	FALSE
"13839-2_S11"	"13839-2_S11"	"msp1"	"Noise"	37	FALSE
"13839-2_S11"	"13839-2_S11"	"msp1"	"Chimera"	35	FALSE
"13839-2_S11"	"13839-2_S11"	"msp1"	"Singelton"	184	FALSE
"13839-2_S11"	"13839-2_S11"	"msp1"	"msp1-1872"	35	FALSE
"13839-2_S11"	"13839-2_S11"	"msp1"	"msp1-47"	44	FALSE
"13839-2_S11"	"13839-2_S11"	"msp1"	"msp1-60"	44	FALSE
"13839-2_S11"	"13839-2_S11"	"msp1"	"msp1-106"	49	FALSE
"13839-2_S11"	"13839-2_S11"	"msp1"	"msp1-307"	61	FALSE
"13839-2_S11"	"13839-2_S11"	"msp1"	"msp1-43"	78	FALSE
"13839-2_S11"	"13839-2_S11"	"msp1"	"msp1-2256"	98	FALSE
"13839-2_S11"	"13839-2_S11"	"msp1"	"Noise"	159	FALSE
"13839-2_S11"	"13839-2_S11"	"msp1"	"msp1-274"	199	FALSE
"13839-2_S11"	"13839-2_S11"	"msp1"	"msp1-1793"	360	FALSE
"13839-2_S11"	"13839-2_S11"	"msp1"	"msp1-9"	569	FALSE
"18330-1_S6"	"18330-1_S6"	"msp1"	"Noise"	1843	FALSE
"18330-1_S6"	"18330-1_S6"	"msp1"	"Chimera"	180	FALSE
"18330-1_S6"	"18330-1_S6"	"msp1"	"Singelton"	1413	FALSE
"18330-1_S6"	"18330-1_S6"	"msp1"	"msp1-20"	4125	FALSE
"18330-1_S6"	"18330-1_S6"	"msp1"	"msp1-343"	4149	FALSE
"18330-1_S6"	"18330-1_S6"	"msp1"	"msp1-234"	4829	FALSE
"18330-1_S6"	"18330-1_S6"	"msp1"	"msp1-168"	6211	FALSE
"18330-1_S6"	"18330-1_S6"	"msp1"	"msp1-403"	7337	FALSE
"18330-1_S6"	"18330-1_S6"	"msp1"	"msp1-105"	7684	FALSE
"18330-1_S6"	"18330-1_S6"	"msp1"	"Noise"	8151	FALSE
"18330-1_S6"	"18330-1_S6"	"msp1"	"msp1-276"	93887	FALSE
"18330-2_S5"	"18330-2_S5"	"msp1"	"Noise"	74	FALSE
"18330-2_S5"	"18330-2_S5"	"msp1"	"Chimera"	10	FALSE
"18330-2_S5"	"18330-2_S5"	"msp1"	"Singelton"	189	FALSE
"18330-2_S5"	"18330-2_S5"	"msp1"	"msp1-594"	34	FALSE
"18330-2_S5"	"18330-2_S5"	"msp1"	"msp1-309"	36	FALSE
"18330-2_S5"	"18330-2_S5"	"msp1"	"msp1-2256"	38	FALSE
"18330-2_S5"	"18330-2_S5"	"msp1"	"msp1-274"	67	FALSE
"18330-2_S5"	"18330-2_S5"	"msp1"	"msp1-1443"	70	FALSE
"18330-2_S5"	"18330-2_S5"	"msp1"	"msp1-330"	77	FALSE
"18330-2_S5"	"18330-2_S5"	"msp1"	"msp1-355"	150	FALSE
"18330-2_S5"	"18330-2_S5"	"msp1"	"Noise"	210	FALSE
"18330-2_S5"	"18330-2_S5"	"msp1"	"msp1-3857"	230	FALSE
"18330-2_S5"	"18330-2_S5"	"msp1"	"msp1-106"	391	FALSE
"18330-2_S5"	"18330-2_S5"	"msp1"	"msp1-20"	1061	FALSE
"18411-1_S15"	"18411-1_S15"	"msp1"	"Noise"	1703	FALSE
"18411-1_S15"	"18411-1_S15"	"msp1"	"Chimera"	41	FALSE
"18411-1_S15"	"18411-1_S15"	"msp1"	"Singelton"	549	FALSE
"18411-1_S15"	"18411-1_S15"	"msp1"	"Noise"	5920	FALSE
"18411-1_S15"	"18411-1_S15"	"msp1"	"msp1-43"	150316	FALSE
"18437-1_S17"	"18437-1_S17"	"msp1"	"Noise"	818	FALSE
"18437-1_S17"	"18437-1_S17"	"msp1"	"Chimera"	22	FALSE
"18437-1_S17"	"18437-1_S17"	"msp1"	"Singelton"	466	FALSE
"18437-1_S17"	"18437-1_S17"	"msp1"	"msp1-1"	176443	FALSE
"192771-1_S14"	"192771-1_S14"	"msp1"	"Noise"	2673	FALSE
"192771-1_S14"	"192771-1_S14"	"msp1"	"Chimera"	36	FALSE
"192771-1_S14"	"192771-1_S14"	"msp1"	"Singelton"	597	FALSE
"192771-1_S14"	"192771-1_S14"	"msp1"	"Noise"	3052	FALSE
"192771-1_S14"	"192771-1_S14"	"msp1"	"msp1-43"	155073	FALSE
"192771-2_S13"	"192771-2_S13"	"msp1"	"Noise"	73	FALSE
"192771-2_S13"	"192771-2_S13"	"msp1"	"Chimera"	1	FALSE
"192771-2_S13"	"192771-2_S13"	"msp1"	"Singelton"	178	FALSE
"192771-2_S13"	"192771-2_S13"	"msp1"	"msp1-1793"	22	FALSE
"192771-2_S13"	"192771-2_S13"	"msp1"	"msp1-309"	24	FALSE
"192771-2_S13"	"192771-2_S13"	"msp1"	"msp1-2256"	25	FALSE
"192771-2_S13"	"192771-2_S13"	"msp1"	"msp1-357"	32	FALSE
"192771-2_S13"	"192771-2_S13"	"msp1"	"msp1-1443"	52	FALSE
"192771-2_S13"	"192771-2_S13"	"msp1"	"msp1-274"	61	FALSE
"192771-2_S13"	"192771-2_S13"	"msp1"	"Noise"	103	FALSE
"192771-2_S13"	"192771-2_S13"	"msp1"	"msp1-355"	127	FALSE
"192771-2_S13"	"192771-2_S13"	"msp1"	"msp1-3857"	223	FALSE
"192771-2_S13"	"192771-2_S13"	"msp1"	"msp1-106"	331	FALSE
"192771-2_S13"	"192771-2_S13"	"msp1"	"msp1-20"	861	FALSE
"22511-1_S18"	"22511-1_S18"	"msp1"	"Noise"	577	FALSE
"22511-1_S18"	"22511-1_S18"	"msp1"	"Chimera"	1255	FALSE
"22511-1_S18"	"22511-1_S18"	"msp1"	"Singelton"	1847	FALSE
"22511-1_S18"	"22511-1_S18"	"msp1"	"msp1-1793"	6200	FALSE
"22511-1_S18"	"22511-1_S18"	"msp1"	"Noise"	10245	FALSE
"22511-1_S18"	"22511-1_S18"	"msp1"	"msp1-2256"	10331	FALSE
"22511-1_S18"	"22511-1_S18"	"msp1"	"msp1-309"	10480	FALSE
"22511-1_S18"	"22511-1_S18"	"msp1"	"msp1-1443"	19892	FALSE
"22511-1_S18"	"22511-1_S18"	"msp1"	"msp1-106"	141453	FALSE
"82281-1_S3"	"82281-1_S3"	"msp1"	"Noise"	3862	FALSE
"82281-1_S3"	"82281-1_S3"	"msp1"	"Chimera"	37	FALSE
"82281-1_S3"	"82281-1_S3"	"msp1"	"Singelton"	1073	FALSE
"82281-1_S3"	"82281-1_S3"	"msp1"	"Noise"	2981	FALSE
"82281-1_S3"	"82281-1_S3"	"msp1"	"msp1-355"	3442	FALSE
"82281-1_S3"	"82281-1_S3"	"msp1"	"msp1-594"	17006	FALSE
"82281-1_S3"	"82281-1_S3"	"msp1"	"msp1-474"	182922	FALSE
"82281-2_S2"	"82281-2_S2"	"msp1"	"Noise"	41	FALSE
"82281-2_S2"	"82281-2_S2"	"msp1"	"Chimera"	9	FALSE
"82281-2_S2"	"82281-2_S2"	"msp1"	"Singelton"	125	FALSE
"82281-2_S2"	"82281-2_S2"	"msp1"	"msp1-66"	21	FALSE
"82281-2_S2"	"82281-2_S2"	"msp1"	"msp1-2"	21	FALSE
"82281-2_S2"	"82281-2_S2"	"msp1"	"msp1-913"	23	FALSE
"82281-2_S2"	"82281-2_S2"	"msp1"	"msp1-682"	31	FALSE
"82281-2_S2"	"82281-2_S2"	"msp1"	"msp1-805"	42	FALSE
"82281-2_S2"	"82281-2_S2"	"msp1"	"msp1-60"	42	FALSE
"82281-2_S2"	"82281-2_S2"	"msp1"	"msp1-729"	63	FALSE
"82281-2_S2"	"82281-2_S2"	"msp1"	"msp1-47"	63	FALSE
"82281-2_S2"	"82281-2_S2"	"msp1"	"msp1-330"	72	FALSE
"82281-2_S2"	"82281-2_S2"	"msp1"	"Noise"	139	FALSE
"82281-2_S2"	"82281-2_S2"	"msp1"	"msp1-683"	155	FALSE
"82281-2_S2"	"82281-2_S2"	"msp1"	"msp1-1"	164	FALSE
"82281-2_S2"	"82281-2_S2"	"msp1"	"msp1-255"	338	FALSE
"82281-2_S2"	"82281-2_S2"	"msp1"	"msp1-43"	668	FALSE
"8238-1_S10"	"8238-1_S10"	"msp1"	"Noise"	3420	FALSE
"8238-1_S10"	"8238-1_S10"	"msp1"	"Chimera"	37	FALSE
"8238-1_S10"	"8238-1_S10"	"msp1"	"Singelton"	966	FALSE
